title,link,snippet,displayLink
Systematic review of data-centric approaches in artificial intelligence ...,https://www.sciencedirect.com/science/article/pii/S2666764923000279,"Sep 15, 2023 ... We addressed how adding data might harm datasets and how HoloClean can be used to restore and clean them. Finally, we discuss the causes of technical debt in AI ...",www.sciencedirect.com
Artificial intelligence (AI) or augmented intelligence? How big data ...,https://journals.co.za/doi/full/10.7196/SAMJ.2024.v114i2.1631,"Nov 1, 2024 ... Generative AI: Large language models and large multimodal models ... Technical debt is incurred when innovation occurs and is rapidly implemented ...",journals.co.za
Vertex AI Agent Builder | Google Cloud,https://cloud.google.com/products/agent-builder,"Apr 9, 2025 ... Debug and optimize agent performance. Enhance your agent applications with debugging and optimization capabilities built into Vertex AI. Use tracing to ...",cloud.google.com
"Agentic AI: Model Context Protocol, A2A, and automation's future",https://www.dynatrace.com/news/blog/agentic-ai-how-mcp-and-ai-agents-drive-the-latest-automation-revolution/,"3 days ago ... But these autonomous agents also introduce new challenges in monitoring, debugging, and security. ... large language model (LLM) reasoning, tool usage, and ...",www.dynatrace.com
Utilizing Generative AI and LLMs to Automate Detection Writing | by ...,https://medium.com/@dylanhwilliams/utilizing-generative-ai-and-llms-to-automate-detection-writing-5e4ea074072e,"May 10, 2024 ... (Optional) F*ck up the whole process on the way here through syntax errors, typos, going back and forth between python, JSON and SQL, debugging, troubleshooting ...",medium.com
AAAI-25 Workshop List - AAAI,https://aaai.org/conference/aaai/aaai-25/workshop-list/,"Nov 22, 2024 ... ... debugging, and repair; Applications of large-language models for quantum ... W42: Large Language Model and Generative AI for Health. The rapid evolution ...",aaai.org
Designing and Building AI Agent Products,https://www.linkedin.com/pulse/designing-building-ai-agent-products-sanjay-kumar-mba-ms-phd-p2znc,"Mar 8, 2025 ... Understanding and Generating Natural Language – Enables AI chatbots, writing assistants, and question-answering agents. Code Generation and Debugging – Assists ...",www.linkedin.com
Artificial Intelligence Risk Management Framework: Generative ...,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,"Jul 25, 2024 ... Re-assess model risks after fine-tuning or retrieval-augmented generation ... un-tuned (baseline) models supports debugging the relative influence of the pre-.",nvlpubs.nist.gov
"Over the past month, I had the incredible opportunity to teach ...",https://www.linkedin.com/posts/adithya-s-kolavi_over-the-past-month-i-had-the-incredible-activity-7269281672355807232--SZY,"Dec 2, 2024 ... ... Language Models (LLMs) and Retrieval-Augmented Generation (RAG) systems. ... Key skills: system design, coding, debugging, and optimization of AI models.",www.linkedin.com
Top 9 Large Language Models as of May 2025 | Shakudo,https://www.shakudo.io/blog/top-9-large-language-models,"May 1, 2025 ... Leveraging retrieval-augmented generation (RAG), enterprises can connect the model ... generation, debugging, and automated forecasting. Get the latest updates in ...",www.shakudo.io
From LLMs to LLM-based Agents for Software Engineering: A ...,https://arxiv.org/html/2408.02479v1/,"Aug 5, 2024 ... ... multi-agent systems outperform single-agent systems in complex debugging ... Wu, “Leveraging print debugging to improve code generation in large language models,” ...",arxiv.org
Autogen: multi-agent large language models (LLM-MA) to solve ...,https://nathan.gs/2024/06/23/autogen-multi-agent-llms-to-solve-complex-tasks/,"Jun 23, 2024 ... Code Generation: execution, and debugging: AutoGen can help developers write, run, and fix code using LLMs, tools, and human feedback. For example, an ...",nathan.gs
ICLR 2025 Schedule,https://iclr.cc/virtual/2025/calendar,"Apr 24, 2025 ... VisRAG: Vision-based Retrieval-augmented Generation on Multi ... HiBug2: Efficient and Interpretable Error Slice Discovery for Comprehensive Model Debugging.",iclr.cc
Report of the Generative AI and Natural Language Processing Task ...,https://doit.illinois.gov/content/dam/soi/en/web/doit/meetings/ai-taskforce/reports/2024-gen-ai-task-force-report.pdf,"Jan 31, 2024 ... Software Development: Generative AI like GitHub Copilot assists in writing and debugging code, reducing the time and need for junior developers in Illinois'.",doit.illinois.gov
Generative Artificial Intelligence in Official Statistics,https://unece.org/sites/default/files/2025-03/Gen%20AI%20For%20Official%20Statistics_Using%2C%20Implementing%20and%20Developing%20Chapter.pdf,"Mar 31, 2025 ... suggestion, translation and debugging is expected to be significant16 with AI-driven tools ... From selecting the appropriate large language model (LLM) to ...",unece.org
Accepted Papers - NAACL-HLT 2025,https://2025.naacl.org/program/accepted_papers/,"Mar 8, 2025 ... ... Natural Language Processing Tasks Wataru Hashimoto, Hidetaka Kamigaito, Taro Watanabe ... Debugging Ability of LLMs through Communicative Agent Based Data ...",2025.naacl.org
Five ways to use the new Granite 3.2 models - IBM Developer,https://developer.ibm.com/blogs/awb-five-ways-to-use-granite-3-2-models,"Mar 18, 2025 ... Retrieval-augmented generation (RAG) enhances a large language model ... Learn how in this demo video, ""IBM Granite 3.2: Writing / Debugging code with AI in ...",developer.ibm.com
Artificial Intelligence | Siebel School of Computing and Data Science ...,https://siebelschool.illinois.edu/research/areas/artificial-intelligence,"Apr 17, 2025 ... ML4Code, ML interpretability, testing, and debugging. Heng Ji. Natural ... Natural Language Processing, Machine Learning, Large Language Models, AI for Science.",siebelschool.illinois.edu
What are Small Language Models (SLMs)?,https://aisera.com/blog/small-language-models/,"Mar 5, 2024 ... ... intelligence, specifically tailored for Natural Language Processing ... This responsiveness is complemented by easier model interpretability and debugging ...",aisera.com
From Programming to Prompting: Developing Computational ...,https://link.springer.com/article/10.1007/s11528-025-01052-6,"Feb 17, 2025 ... ... AI outputs. This process often involves multiple iterations of debugging that involve revising prompts and assessing AI responses, reflecting the feature of ...",link.springer.com
Determinants of Generative Artificial Intelligence Large Language ...,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1221&context=bus_admin_diss,"Jul 24, 2024 ... ... Large. Language Model (LLM). In self-supervised learning, a computer constructs ... debugging, and reviewing code. Consolidated examples across Deloitte ...",scholarworks.gsu.edu
Proceedings of the 2024 Conference on Empirical Methods in ...,https://aclanthology.org/volumes/2024.emnlp-demo/,"Nov 8, 2024 ... pdf bib abs. AUTOGEN STUDIO: A No-Code Developer Tool for Building and Debugging Multi-Agent ...",aclanthology.org
Large language model based multi-agents | Proceedings of the ...,https://dl.acm.org/doi/10.24963/ijcai.2024/890,"Dec 3, 2024 ... Retrieval-augmented generation for knowledge-intensive nlp tasks. ... Debugging and Steering of Multi-Agent AI SystemsProceedings of the 2025 CHI ...",dl.acm.org
CCC Report: Future of Information Retrieval Research in the Age of ...,https://cra.org/ccc/wp-content/uploads/sites/2/2024/12/CCC-Report_-Future-of-Information-Retrieval-Research-in-the-Age-of-Generative-AI_FINAL.pdf,"Dec 3, 2024 ... One can consider this linked to some sort of “explainability”, or can view this as a kind of “debugging”, or if one imagines an ... IR-GenAI: The intersection of ...",cra.org
Build an Autonomous AI Assistant with Mosaic AI Agent Framework ...,https://www.databricks.com/blog/build-autonomous-ai-assistant-mosaic-ai-agent-framework,"Nov 26, 2024 ... like Retrieval Augmented Generation (RAG) applications and much more. ... This helps your debugging process immensely and provides you with clarity on how each ...",www.databricks.com
Best practices for building robust generative AI applications with ...,https://aws.amazon.com/blogs/machine-learning/best-practices-for-building-robust-generative-ai-applications-with-amazon-bedrock-agents-part-2/,"Oct 21, 2024 ... This is crucial for debugging, auditing, and troubleshooting your agents. ... If you want to pass information that the large language model (LLM) needs to ...",aws.amazon.com
AI Privacy Risks & Mitigations – Large Language Models (LLMs),https://www.edpb.europa.eu/system/files/2025-04/ai-privacy-risks-and-mitigations-in-llms.pdf,"Apr 30, 2025 ... Code generation and debugging ... (Un)intended data logging: Providers can log user input queries and outputs for debugging or model improvement, potentially ...",www.edpb.europa.eu
Harnessing the Power of Multi-Agent Systems for Generative AI (Part ...,https://tech.bertelsmann.com/en/blog/articles/harnessing-the-power-of-multi-agent-systems-for-generative-ai-part-1,"Mar 25, 2024 ... Combining this with the intelligence of the language model creates an agent capable of: Independently creating program code; Executing program code; Debugging ...",tech.bertelsmann.com
Multi-Agent AI Systems: Orchestrating AI Workflows,https://www.v7labs.com/blog/multi-agent-ai,"Apr 14, 2025 ... An AI agent is essentially a large language model (LLM) that can break down a ... debugging and quality control. Multi-agent systems offer a meaningful ...",www.v7labs.com
"Alibaba Cloud Announced the Latest AI Models, Tools and ...",https://www.alibabacloud.com/blog/alibaba-cloud-announced-the-latest-ai-models-tools-and-infrastructure-available-to-drive-more-efficient-global-ai-community_601951,"Jan 21, 2025 ... The AI Programmer offers features such as code completion and optimization, debugging assistance, code snippet search and batch unit test generation. It ...",www.alibabacloud.com
Gen-AI's effects on new value propositions in business model ...,https://www.sciencedirect.com/science/article/pii/S0166497225000239,"Mar 15, 2025 ... Generative AI (Gen-AI) with its evolving natural language capabilities ... debugging. The 'Geospatial' theme encapsulates the evolution of geospatial ...",www.sciencedirect.com
35+ Best Generative AI Projects for Practice,https://www.projectpro.io/article/generative-ai-projects/1004,"Apr 3, 2025 ... RAG (Retrieval-Augmented Generation) is a natural language processing (NLP) ... debugging. Project Idea: This project involves two core components: code ...",www.projectpro.io
Generative AI: A systematic review using topic modelling techniques ...,https://www.sciencedirect.com/science/article/pii/S2543925124000020,"Jun 15, 2024 ... Printed Surface Defect Detection Model Based on Positive Samples, 2022 ... Literature survey of multi-track music generation model based on generative ...",www.sciencedirect.com
Research Library – IEEE Communications Society Large Generative ...,https://genainet.committees.comsoc.org/research-library/,"Sep 15, 2024 ... ... Large Language Model Agents for Intelligent Wireless Networks, arXiv:2409.07964, Sep. ... Defect Detection in IIoT, IEEE Transactions on Services Computing, 2024 ...",genainet.committees.comsoc.org
From LLMs to LLM-based Agents for Software Engineering: A ...,https://arxiv.org/html/2408.02479v1/,"Aug 5, 2024 ... It's designed to test the effectiveness of automated program repair and defect detection tools by providing a standardized benchmark that allows researchers to ...",arxiv.org
Physical AI Agents: Integrating Cognitive Intelligence with Real ...,https://www.qeios.com/read/HA0F5Z,"Jan 31, 2025 ... Sensors: Cameras and proximity sensors for defect detection and positioning. ... Enhancing Large Language Model (LLM) Synergy: Augment industry-specific ...",www.qeios.com
IAAR-Shanghai/SurveyX: Academic Survey Paper ... - GitHub,https://github.com/IAAR-Shanghai/SurveyX,"Feb 22, 2025 ... Internal consistency, self feedback, large language model, LLM,natural language processing, model evaluation, AI ... artificial intelligence, defect detection, ...",github.com
Artificial Intelligence Technology Trends 2025 for Business Leaders,https://mobidev.biz/blog/future-artificial-intelligence-technology-ai-trends,"Apr 29, 2025 ... Thanks to advancing technologies in computer vision, AI can perform visual inspection for defect detection. It's entirely feasible for manufacturers to have ...",mobidev.biz
AI Solutions Hub | Oracle Belgium,https://www.oracle.com/be/artificial-intelligence/solutions/,"Jan 15, 2025 ... Implement AI Vector Search in Oracle APEX using Oracle Database 23ai for context-aware, semantic similarity search. Automate Defect Detection with Drones.",www.oracle.com
2024 IEEE Conference on Artificial Intelligence (CAI),https://www.computer.org/csdl/proceedings/cai/2024/1Z06iKF39vy,"Jun 24, 2024 ... Large Language Model ... Privacy-preserving Federated Learning for Industrial Defect Detection Systems via Differential Privacy and Image Obfuscation pp.",www.computer.org
Natural Language Generation and Understanding of Big Code for AI ...,https://www.researchgate.net/publication/371265008_Natural_Language_Generation_and_Understanding_of_Big_Code_for_AI-Assisted_Programming_A_Review,"Apr 30, 2025 ... completion, code reﬁnement, code summarization, defect detection, and clone detection. AI-assisted programming can enable software engineers to work more ...",www.researchgate.net
"Generative AI: Use cases, applications, solutions and implementation",https://www.leewayhertz.com/generative-ai-use-cases-and-applications/,"Jan 31, 2023 ... Most text-generation AI utilizes the Natural Language Processing (NLP) and Natural ... Quality improvement through defect detection. Analyzing sensor data from ...",www.leewayhertz.com
AI in Process Automation and Augmentation: Transforming Business ...,https://www.linkedin.com/pulse/ai-process-automation-augmentation-transforming-business-anton-dubov-zmwec,"Apr 22, 2025 ... ... defect detection and analysis. AI-powered image recognition systems, often ... The integration of Artificial Intelligence, particularly Generative AI and AI ...",www.linkedin.com
Large Multimodal Models: Transforming AI with cross-modal ...,https://www.leewayhertz.com/large-multimodal-models/,"Apr 12, 2024 ... ... natural language processing and computer vision to audio analysis and beyond. ... Large Multimodal Models (LMMs) offer significant potential in defect detection ...",www.leewayhertz.com
The Future of AI-Powered Collaborative Robots (Cobots ...,https://www.linkedin.com/pulse/future-ai-powered-collaborative-robots-cobots-ai-anand-ramachandran-m5sze,"Feb 28, 2025 ... AI-Powered Computer Vision for Defect Detection: AI-enhanced cobots use multi ... Intelligence for Large-Scale Industrial Coordination: AI-powered multi-agent ...",www.linkedin.com
Projects to Get Started in AI Development with Intel,https://www.intel.com/content/www/us/en/developer/topic-technology/artificial-intelligence/get-started.html,"Aug 16, 2024 ... Defect Detection. This comprehensive solution to quality control uses computer vision and unsupervised learning for anomaly detection to catch manufacturing ...",www.intel.com
Artificial intelligence enabled smart design and manufacturing of ...,https://onlinelibrary.wiley.com/doi/full/10.1002/mgea.56,"Jul 16, 2024 ... ... LLM, auto-coding via AI agent, image processing, image mosaic, and ML for welding defect detection. 5.1 LLM utilized for smart welding. The LLM is a deep ...",onlinelibrary.wiley.com
Fujitsu Research Strategy Briefing Session,https://www.fujitsu.com/global/documents/about/ir/library/presentations/20240604-01.pdf,"Jun 4, 2024 ... Developed a large language model, “Fugaku-LLM”, trained on supercomputer ... ❑ Defect Detection. ❑ Preventive Maintenance. ❑ Recommendation. ❑ SCM ...",www.fujitsu.com
Data Engineering Technology Stack | Enterprise Data Solutions,https://xenoss.io/technology-stack,"Jan 17, 2025 ... Quality inspection and defect detection · AI-powered digital twin development ... A generative artificial intelligence chatbot developed by Google based on the ...",xenoss.io
Generative AI in Medical Practice: In-Depth Exploration of Privacy ...,https://www.jmir.org/2024/1/e53008/,"Mar 8, 2024 ... Synthetic data augmentation for surface defect detection and classification using deep learning. ... LLM: large language model. medGAN: medical generative ...",www.jmir.org
Generative AI in AI-Based Digital Twins for Fault Diagnosis for ...,https://www.mdpi.com/2076-3417/15/6/3166,"Jul 5, 2024 ... ... augmentation rules and industrial defect detection solutions. It provides ... Generation of Asset Administration Shell With Large Language Model Agents ...",www.mdpi.com
Federated Learning for Composite AI Agents | by Debmalya Biswas ...,https://ai.gopubby.com/federated-learning-for-composite-ai-agents-83e61d0e430c,"Jan 19, 2025 ... ... Defect Detection Agent — illustrated in Fig. 2(b). The Repair Agent can help ... large language model (LLM). For example, [6] has shown that GPT models ...",ai.gopubby.com
Tell Me Your Prompts and I Will Make Them True: The Alchemy of ...,https://openpraxis.org/articles/10.55982/openpraxis.16.2.661,"Apr 3, 2024 ... Speculative futures on ChatGPT and generative artificial intelligence (AI): ... defect detection and classification using a visual-language pretrained model.",openpraxis.org
How real-world businesses are transforming with AI — with 261 new ...,https://blogs.microsoft.com/blog/2025/04/22/https-blogs-microsoft-com-blog-2024-11-12-how-real-world-businesses-are-transforming-with-ai/,"Apr 22, 2025 ... ... defect detection and cutting Costs of Poor Quality by 45%, ensuring ... Evalueserve uses generative AI and customer natural language processing or NLPs ...",blogs.microsoft.com
Training,https://www.larksuite.com/en_us/topics/ai-glossary/training,"Dec 29, 2023 ... This technique has revolutionized tasks such as facial recognition in security systems, defect detection ... In the context of natural language processing, model ...",www.larksuite.com
Risks and Mitigation Strategies for Adversarial Artificial Intelligence ...,https://www.dhs.gov/sites/default/files/2023-12/23_1222_st_risks_mitigation_strategies.pdf,"Jun 15, 2023 ... Large Language Model (LLM) Misuse ... Although CV for automatic defect detection, both in situ and post process ...",www.dhs.gov
"AI-Based Modeling: Techniques, Applications and Research Issues ...",https://pmc.ncbi.nlm.nih.gov/articles/PMC8830986/,"Feb 10, 2022 ... [47] offers a case-based reasoning application in a defect detection system for dripper manufacturing. ... several analysis techniques, such as natural language ...",pmc.ncbi.nlm.nih.gov
"Aizip: Robust Efficient Scalable AI, Everywhere",https://aizip.ai/,"Dec 11, 2024 ... Powerful tiny AI engines for an intelligent world. Previous. An Innovative Defect Detection Product: Adaptable and Robust Anomaly Detection – Vision (ARAD-V).",aizip.ai
How Real-World Enterprises are Leveraging Generative AI ...,https://www.databricks.com/blog/how-real-world-enterprises-are-leveraging-generative-ai,"May 22, 2024 ... They also enhance quality control through precise defect detection and facilitate optimized supply chain management via advanced analytics. By integrating AI ...",www.databricks.com
SCIENCE AND TECHNOLOGY PUBLICATIONS - SCITEPRESS,https://www.scitepress.org/Papers/2024/,"Mar 15, 2024 ... Diffusion-Based Image Generation for In-Distribution Data Augmentation in Surface Defect Detection ... Leveraging Multimodal Large Language Models and Natural ...",www.scitepress.org
Generative AI Agents in Action: Revolutionizing Software ...,https://www.appliedai.de/uploads/files/White_Paper_Generative_AI_Agents_in_Action.pdf,"Dec 11, 2024 ... Defect detection, analysis, and prevention plan proposal, to identify ... on Claude 3.5 Model and a visual large language model judgement and evaluation agent.",www.appliedai.de
IAC Stanford 2024 | Agenda,https://www.iiac.events/agenda-2024,"Sep 6, 2024 ... ... defect detection, the use of RAG systems for context-aware decision-making ... Building a quick AI prototype using a large language model is easy.",www.iiac.events
Vol. 39 No. 22: AAAI-25 Technical Tracks 22 | Proceedings of the ...,https://ojs.aaai.org/index.php/AAAI/issue/view/645,"Apr 11, 2025 ... Enhancing Multi-Hop Fact Verification with Structured Knowledge-Augmented Large Language Models. Han Cao, Lingwei Wei, Wei Zhou, Songlin Hu. 23514-23522. PDF ...",ojs.aaai.org
White Papers | Dell Technologies Info Hub,https://infohub.delltechnologies.com/t/white-papers-106/,"May 15, 2024 ... ... AI model development and verification for SAE levels L2 to L5 autonomous vehicle programs targeted to automotive companies. AI; PowerEdge; PowerScale; training ...",infohub.delltechnologies.com
Retrieval-augmented generation for generative artificial intelligence ...,https://www.nature.com/articles/s44401-024-00004-1,"Jan 25, 2025 ... ... LLM-generated content is often factually inconsistent and lacks evidence for verification. ... Multi-Agent Conversations Using Large Language Models ...",www.nature.com
AAAI-25 Workshop List - AAAI,https://aaai.org/conference/aaai/aaai-25/workshop-list/,"Nov 22, 2024 ... ... intelligence and automated verification. The National AI Research Resource ... W42: Large Language Model and Generative AI for Health. The rapid ...",aaai.org
Journal of Artificial Intelligence Research,https://www.jair.org/,"Jan 6, 2025 ... A Framework for Belief-based Programs and Their Verification. Daxin Liu ... Enhanced Recommendation Systems with Retrieval-Augmented Large Language Model.",www.jair.org
ICLR 2025 Schedule,https://iclr.cc/virtual/2025/calendar,"Apr 24, 2025 ... On the self-verification limitations of large language models on reasoning and planning tasks ... VisRAG: Vision-based Retrieval-augmented Generation on Multi ...",iclr.cc
Artificial Intelligence Risk Management Framework: Generative ...,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,"Jul 25, 2024 ... conformity assessment, and model integrity verification, which can help support ... Re-assess model risks after fine-tuning or retrieval-augmented generation.",nvlpubs.nist.gov
Real-world gen AI use cases from the world's leading organizations ...,https://cloud.google.com/transform/101-real-world-generative-ai-use-cases-from-industry-leaders,"Apr 9, 2025 ... ... verification process when residents apply for coverage. Cradle, a biotech startup, is using Google Cloud's generative AI technology to design proteins for ...",cloud.google.com
Accepted Papers - NAACL-HLT 2025,https://2025.naacl.org/program/accepted_papers/,"Mar 8, 2025 ... ... RAG-Star: Enhancing Deliberative Reasoning with Retrieval Augmented Verification and Refinement Jinhao Jiang, Jiayi Chen, Junyi Li, Ruiyang Ren, Shijie Wang ...",2025.naacl.org
NeurIPS 2024 Schedule,https://neurips.cc/virtual/2024/calendar,"Aug 14, 2024 ... AI Verification & Validation: Trends, Applications, and Challenges. (ends 9 ... Oral Session 3B: Natural Language Processing [10:00-11:00] · Cracking the ...",neurips.cc
"Generative AI: What Is It, Tools, Models, Applications and Use Cases",https://www.gartner.com/en/topics/generative-ai,"Jun 13, 2023 ... Software coding: Code generation, translation, explanation and verification ... If the company is using its own instance of a large language model, the privacy ...",www.gartner.com
Artificial Intelligence | Siebel School of Computing and Data Science ...,https://siebelschool.illinois.edu/research/areas/artificial-intelligence,"Apr 17, 2025 ... Certified Artificial Intelligence, Adversarial Robustness, Neural Network Verification, Safe Deep Learning. Paris Smaragdis. Machine Learning for Audio ...",siebelschool.illinois.edu
AI agent innovates: Pushing the boundaries of Generative Tech,https://global.fujitsu/-/media/Project/Fujitsu/Fujitsu-HQ/technology/key-technologies/news/ta-ai-agent-innovation-20250328/ta-ai-agent-innovation-20250328-en.pdf?rev=297180d8c5fc406281ea3171a8a19e0b&hash=FB7F836C753E12B92DCA076E1F007F6C,"Mar 28, 2025 ... Other agents handle document collection, financial analysis, check and correction of data, and after verification by the RM and credit analysts, the final ...",global.fujitsu
Generative AI: A systematic review using topic modelling techniques ...,https://www.sciencedirect.com/science/article/pii/S2543925124000020,"Jun 15, 2024 ... In addition, GAI models are employed in the verification and fact-checking of news content (Leiser, 2022). By analyzing the textual and contextual features of ...",www.sciencedirect.com
From LLMs to LLM-based Agents for Software Engineering: A ...,https://arxiv.org/html/2408.02479v1/,"Aug 5, 2024 ... ... generation and verification. We can see that the tasks of LLM-based agents are no longer limited to simply generating requirements or filling in the gaps in ...",arxiv.org
Evaluating Large Language Model (LLM) systems: Metrics ...,https://medium.com/data-science-at-microsoft/evaluating-llm-systems-metrics-challenges-and-best-practices-664ac25be7e5,"Mar 5, 2024 ... ... LLM's performance will be measured. Building the golden dataset entails the meticulous annotation and verification of each input-output pair. This process ...",medium.com
Determinants of Generative Artificial Intelligence Large Language ...,https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1221&context=bus_admin_diss,"Jul 24, 2024 ... ... Large. Language Model (LLM). In self-supervised learning, a computer ... adoption of a national identity verification complex system. Benbasat et al ...",scholarworks.gsu.edu
Advancing Retrieval-Augmented Generation (RAG): Innovations ...,https://www.linkedin.com/pulse/advancing-retrieval-augmented-generation-rag-future-ai-ramachandran-ffsve,"Feb 11, 2025 ... ... artificial intelligence (AI), enhancing large language models (LLMs) ... AI-powered retrieval models often require human verification in high-stakes ...",www.linkedin.com
Full Schedule,https://www2025.thewebconf.org/full-schedule,"May 2, 2025 ... 2318, G-Refer: Graph Retrieval-Augmented Large Language Model for Explainable Recommendation ... 2631, ACME++: Secure ACME Client Verification for Web-PKI.",www2025.thewebconf.org
A survey on large language model based autonomous agents ...,https://link.springer.com/article/10.1007/s11704-024-40231-1,"Mar 22, 2024 ... ... Verification and Validation Workshops. 2023, 4130–4137. Feldt R, Kang S, Yoon J, Yoo S. Towards autonomous testing agents via conversational large language ...",link.springer.com
CCC Report: Future of Information Retrieval Research in the Age of ...,https://cra.org/ccc/wp-content/uploads/sites/2/2024/12/CCC-Report_-Future-of-Information-Retrieval-Research-in-the-Age-of-Generative-AI_FINAL.pdf,"Dec 3, 2024 ... Verification of Agentic IR system outputs. AI agents can generate texts containing hallucinations. How can agents expose or explain their behavior in a way ...",cra.org
AI Privacy Risks & Mitigations – Large Language Models (LLMs),https://www.edpb.europa.eu/system/files/2025-04/ai-privacy-risks-and-mitigations-in-llms.pdf,"Apr 30, 2025 ... overreliance on the model for critical or high-stakes decisions without verification. ... ➢ LLM Layer: Performs natural language understanding and generation.",www.edpb.europa.eu
Evaluating Malicious Generative AI Capabilities | Centre for ...,https://cetas.turing.ac.uk/publications/evaluating-malicious-generative-ai-capabilities,"Mar 20, 2025 ... For example, GenAI's coding capability being combined with a large language model (LLM) ... [8] “AI Test, Evaluation, Validation and Verification (TEVV),” National ...",cetas.turing.ac.uk
Accepted Main Conference Papers - ACL 2024,https://2024.aclweb.org/program/main_conference_papers/,"Jul 6, 2024 ... VerifiNER: Verification-augmented NER via Knowledge-grounded Reasoning with Large Language Models Seoyeon Kim, Kwangwook Seo, Hyungjoo Chae, Jinyoung Yeo ...",2024.aclweb.org
The Rapid Rise of Generative AI | Centre for Emerging Technology ...,https://cetas.turing.ac.uk/publications/rapid-rise-generative-ai,"Dec 16, 2023 ... As teams or societies; multi-language agent systems could be useful for: ... Factuality: the factuality of AI system outputs can be measured as 'fact verification ...",cetas.turing.ac.uk
Proceedings of the Thirty-Third International Joint Conference on ...,https://www.ijcai.org/proceedings/2024/,"Aug 9, 2024 ... Formal Verification of Parameterised Neural-symbolic Multi-agent Systems ... Large Language Model Based Multi-agents: A Survey of Progress and Challenges.",www.ijcai.org
What is Generative AI? Understanding Its Benefits,https://learnprompting.org/docs/basics/generative_ai,"Mar 6, 2025 ... ◇ Self-Verification. Decomposition. Introduction · Chain-of-Logic ... Multi-Fusion Retrieval Augmented Generation (MoRAG). Agents.",learnprompting.org
Mitigating AI Hallucinations: The Power of Multi-Model Approaches ...,https://aisutra.com/mitigating-ai-hallucinations-the-power-of-multi-model-approaches-2393a2ee109b,"Sep 3, 2024 ... 4. Cross-Verification. With multiple models checking each other's facts, the chances of hallucinations getting through drop significantly. This system of checks ...",aisutra.com
Generative AI Will Be the Next Evolution in Embedded Design ...,https://www.techbriefs.com/component/content/article/53028-generative-ai-will-be-the-next-evolution-in-embedded-design,"May 2, 2025 ... As engineers, AI is reshaping the way we approach research, design, test, and verification. Generative AI, based on large language models (LLMs) and plain ...",www.techbriefs.com
From RAG to Multi-Agent Systems: A Survey of Modern Approaches ...,https://www.preprints.org/manuscript/202502.0406/v1,"Feb 5, 2025 ... A Large Language Model (LLM) is a deep learning-based artificial intelligence ... • Error checking relies on the same agent's self-verification (Reflection Mode).",www.preprints.org
What is RAG? - Retrieval-Augmented Generation AI Explained - AWS,https://aws.amazon.com/what-is/retrieval-augmented-generation/,"Dec 4, 2023 ... This can increase trust and confidence in your generative AI solution. More developer control. With RAG, developers can test and improve their chat applications ...",aws.amazon.com
Vertex AI Agent Builder | Google Cloud,https://cloud.google.com/products/agent-builder,"Apr 9, 2025 ... Equip your agents with comprehensive retrieval-augmented generation (RAG) ... New customers get $300 in free credits to run, test, and deploy workloads.",cloud.google.com
Economic potential of generative AI | McKinsey,https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-economic-potential-of-generative-ai-the-next-productivity-frontier,"Jun 14, 2023 ... Generative AI's impressive command of natural-language processing can help employees retrieve ... test, procedure, or surgery. Possible indications for a given ...",www.mckinsey.com
Improving large language model applications in biomedicine with ...,https://academic.oup.com/jamia/article/32/4/605/7954485,"Jan 15, 2025 ... Several guidelines exist for evaluating Artificial Intelligence (AI) ... test.22 We used the “meta” package in R to conduct the meta-analysis and ...",academic.oup.com
The Shift from Models to Compound AI Systems – The Berkeley ...,http://bair.berkeley.edu/blog/2024/02/18/compound-ai-systems/,"Feb 18, 2024 ... ... LLM and checks deduced facts produced by symbolic engine, Between silver and gold International Math Olympiad medalists on timed test. Medprompt. GPT-4 LLM ...",bair.berkeley.edu
What Is Artificial Intelligence (AI)? | IBM,https://www.ibm.com/think/topics/artificial-intelligence,"Aug 9, 2024 ... These tools use natural language processing (NLP) and generative AI ... While this test has undergone much scrutiny since it was published, it ...",www.ibm.com
What are Large Language Models (LLMs)? | Definition from ...,https://www.techtarget.com/whatis/definition/large-language-model-LLM,"May 15, 2024 ... A large language model is a type of artificial intelligence algorithm ... A penetration test, also called a 'pen test,' is a simulated cyberattack on ...",www.techtarget.com
Artificial Intelligence Risk Management Framework: Generative ...,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,"Jul 25, 2024 ... behavior or outcomes of a GAI model or system, how they could occur, and stress test safeguards”. AI red-teaming can be performed before or after AI models ...",nvlpubs.nist.gov
What is retrieval-augmented generation (RAG)? - IBM Research,https://research.ibm.com/blog/retrieval-augmented-generation-RAG,"Aug 22, 2023 ... What's next in computing is generative and quantum. News. Peter Hess. 09 May 2025. AI · Granite · Quantum · ASTER: Natural and multi-language unit test ...",research.ibm.com
Evaluation and monitoring metrics for generative AI - Azure AI ...,https://learn.microsoft.com/en-us/azure/ai-foundry/concepts/evaluation-metrics-built-in,"Apr 4, 2025 ... Once mitigations are applied, re-evaluations can be conducted to test the effectiveness of applied mitigations. Risk and safety evaluators. The risk and safety ...",learn.microsoft.com
